date,temperature,humidity,rainfall,wind_speed,pressure,city
1982-04-14,28.47,41.66,0.0,1.99,953.1,Hyderabad
1982-04-14,31.02,45.22,0.0,1.14,997.2,Mumbai
1982-04-15,29.18,41.65,0.0,2.78,915.7,Bangalore
1982-04-15,29.7,65.62,0.04,3.52,1002.6,Chennai
1982-04-15,31.39,26.76,0.0,1.77,979.5,Delhi
1982-04-15,30.28,40.9,0.03,2.19,952.1,Hyderabad
1982-04-15,30.32,46.11,0.0,2.2,997.2,Mumbai
1982-04-16,29.87,40.41,0.44,1.52,915.1,Bangalore
1982-04-16,30.62,65.14,0.02,3.84,1001.5,Chennai
1982-04-16,31.4,27.56,0.16,1.69,978.4,Delhi
1982-04-16,29.5,46.9,0.96,1.89,951.6,Hyderabad
1982-04-16,29.32,55.48,0.0,2.25,996.7,Mumbai
1982-04-17,29.23,43.86,0.8,1.74,914.0,Bangalore
1982-04-17,30.4,66.2,0.01,4.39,1000.4,Chennai
1982-04-17,31.52,35.22,6.04,0.88,977.6,Delhi
1982-04-17,29.52,44.83,0.02,2.15,950.8,Hyderabad
1982-04-17,28.79,64.6,0.0,2.92,995.7,Mumbai
1982-04-18,29.1,46.36,0.08,2.65,914.0,Bangalore
1982-04-18,30.32,67.3,0.07,4.16,1000.4,Chennai
1982-04-18,27.52,56.33,43.1,2.05,979.9,Delhi
1982-04-18,30.76,44.43,0.03,1.89,950.0,Hyderabad
1982-04-18,29.49,58.57,0.0,2.66,995.5,Mumbai
1982-04-19,28.82,48.0,0.78,1.8,914.3,Bangalore
1982-04-19,29.91,68.37,0.06,4.06,1001.0,Chennai
1982-04-19,27.13,51.73,0.54,1.5,982.1,Delhi
1982-04-19,31.12,47.41,0.0,2.95,950.2,Hyderabad
1982-04-19,29.29,60.51,0.0,2.28,996.1,Mumbai
1982-04-20,28.62,51.85,2.04,2.12,914.8,Bangalore
1982-04-20,29.86,69.03,0.07,4.55,1001.4,Chennai
1982-04-20,28.25,41.14,1.29,1.63,981.9,Delhi
1982-04-20,31.19,47.98,0.0,2.99,950.7,Hyderabad
1982-04-20,30.0,58.75,0.0,2.4,995.8,Mumbai
1982-04-21,28.5,51.76,0.51,1.8,916.5,Bangalore
1982-04-21,30.06,66.34,0.07,3.92,1003.5,Chennai
1982-04-21,28.99,40.82,5.69,1.58,984.1,Delhi
1982-04-21,28.55,53.61,0.05,3.32,953.6,Hyderabad
1982-04-21,29.56,58.35,0.0,2.21,997.8,Mumbai
1982-04-22,28.39,49.89,2.21,1.5,917.0,Bangalore
1982-04-22,30.25,65.91,0.04,3.08,1003.5,Chennai
1982-04-22,29.36,37.69,0.0,2.71,982.8,Delhi
1982-04-22,29.51,48.26,3.15,1.41,953.8,Hyderabad
1982-04-22,29.66,57.79,0.06,2.35,998.7,Mumbai
1982-04-23,28.02,52.29,1.33,1.09,916.5,Bangalore
1982-04-23,31.0,62.41,0.01,3.58,1002.5,Chennai
1982-04-23,29.56,38.24,0.02,2.29,981.3,Delhi
1982-04-23,31.66,45.92,0.87,1.12,952.5,Hyderabad
1982-04-23,29.82,51.67,0.21,2.45,998.4,Mumbai
1982-04-24,28.92,46.77,0.01,0.93,915.8,Bangalore
1982-04-24,31.98,58.58,0.02,3.37,1001.5,Chennai
1982-04-24,29.47,35.98,0.0,2.87,980.0,Delhi
1982-04-24,32.35,41.51,4.79,1.48,951.1,Hyderabad
1982-04-24,28.81,58.03,0.0,2.4,997.6,Mumbai
1982-04-25,28.35,51.79,0.03,1.76,915.2,Bangalore
1982-04-25,31.38,62.22,0.02,3.96,1000.6,Chennai
1982-04-25,29.23,40.2,30.59,1.51,979.5,Delhi
1982-04-25,29.72,52.87,10.13,1.98,950.7,Hyderabad
1982-04-25,28.5,60.39,0.0,2.76,997.1,Mumbai
1982-04-26,27.62,55.94,58.77,2.56,915.8,Bangalore
1982-04-26,31.45,61.27,2.71,2.89,1001.1,Chennai
1982-04-26,26.89,49.41,14.04,0.97,980.6,Delhi
1982-04-26,29.06,42.8,0.01,3.24,951.3,Hyderabad
1982-04-26,28.89,62.27,0.0,2.89,997.2,Mumbai
1982-04-27,26.81,62.49,11.68,1.33,915.3,Bangalore
1982-04-27,30.87,63.34,1.28,2.9,1001.1,Chennai
1982-04-27,27.93,47.36,0.01,0.91,982.4,Delhi
1982-04-27,30.11,34.21,0.0,2.17,951.4,Hyderabad
1982-04-27,29.16,61.21,0.0,2.35,997.3,Mumbai
1982-04-28,26.15,67.07,0.01,1.27,915.7,Bangalore
1982-04-28,31.45,58.94,0.18,3.11,1001.2,Chennai
1982-04-28,25.41,67.64,45.8,1.58,983.5,Delhi
1982-04-28,31.18,45.32,0.0,2.09,951.5,Hyderabad
1982-04-28,29.74,58.68,0.0,2.3,997.2,Mumbai
1982-04-29,27.42,53.82,0.12,2.25,915.9,Bangalore
1982-04-29,30.79,60.07,0.13,2.99,1002.2,Chennai
1982-04-29,25.6,60.99,0.76,2.02,984.9,Delhi
1982-04-29,31.53,41.61,0.0,2.26,952.6,Hyderabad
1982-04-29,30.68,54.4,0.0,2.57,997.5,Mumbai
1982-04-30,26.71,57.53,0.55,2.35,915.5,Bangalore
1982-04-30,30.84,62.4,1.13,2.35,1001.7,Chennai
1982-04-30,25.77,61.72,4.8,2.95,983.3,Delhi
1982-04-30,31.87,39.8,0.0,2.58,952.5,Hyderabad
1982-04-30,32.14,49.22,0.0,2.53,996.7,Mumbai
1982-05-01,26.84,62.49,2.2,1.8,916.4,Bangalore
1982-05-01,31.54,61.09,3.82,1.88,1001.7,Chennai
1982-05-01,28.56,57.8,0.0,2.32,983.4,Delhi
1982-05-01,31.5,43.81,0.78,2.85,952.8,Hyderabad
1982-05-01,30.52,51.52,0.46,2.03,997.9,Mumbai
1982-05-02,25.65,73.49,4.23,2.08,917.3,Bangalore
1982-05-02,32.32,61.32,0.36,2.81,1001.7,Chennai
1982-05-02,28.94,55.01,0.0,2.91,983.5,Delhi
1982-05-02,30.92,51.39,14.53,2.21,952.5,Hyderabad
1982-05-02,30.87,58.47,2.83,2.58,998.3,Mumbai
1982-05-03,25.05,74.72,4.98,1.43,917.8,Bangalore
1982-05-03,32.29,57.68,0.42,3.02,1002.3,Chennai
1982-05-03,28.02,50.12,0.0,2.87,982.6,Delhi
1982-05-03,29.81,59.73,0.85,2.24,952.5,Hyderabad
1982-05-03,30.99,52.19,0.06,2.52,998.3,Mumbai
1982-05-04,26.58,67.82,0.06,2.02,917.2,Bangalore
1982-05-04,32.73,55.37,0.0,3.69,1001.8,Chennai
1982-05-04,28.37,47.44,0.0,3.3,981.0,Delhi
1982-05-04,31.28,47.35,0.01,3.32,951.9,Hyderabad
1982-05-04,30.19,54.64,0.0,2.23,998.6,Mumbai
1982-05-05,23.1,79.53,0.01,2.9,918.4,Bangalore
1982-05-05,31.64,59.7,0.0,3.56,1002.7,Chennai
1982-05-05,28.37,43.48,0.0,3.39,981.5,Delhi
1982-05-05,32.21,44.97,0.0,1.7,952.2,Hyderabad
1982-05-05,29.87,55.98,0.0,2.66,999.5,Mumbai
1982-05-06,26.27,62.93,0.44,2.45,917.2,Bangalore
1982-05-06,32.14,56.01,0.17,3.1,1001.9,Chennai
1982-05-06,29.34,37.99,0.02,2.04,981.8,Delhi
1982-05-06,31.92,41.98,1.94,2.73,952.1,Hyderabad
1982-05-06,28.71,58.73,0.0,2.48,999.6,Mumbai
1982-05-07,26.44,62.77,0.02,2.23,917.0,Bangalore
1982-05-07,32.33,58.64,0.03,3.42,1001.5,Chennai
1982-05-07,29.53,45.77,0.79,1.34,981.7,Delhi
1982-05-07,30.28,44.15,2.74,2.12,952.3,Hyderabad
1982-05-07,28.58,63.53,0.07,2.69,998.8,Mumbai
1982-05-08,26.8,62.56,0.6,1.72,916.8,Bangalore
1982-05-08,31.74,59.09,0.04,4.22,1001.8,Chennai
1982-05-08,29.81,48.75,0.07,1.23,981.4,Delhi
1982-05-08,32.0,38.45,0.0,2.35,952.0,Hyderabad
1982-05-08,28.21,67.96,0.19,2.41,998.7,Mumbai
1982-05-09,26.88,61.19,0.07,1.94,916.6,Bangalore
1982-05-09,31.16,61.32,0.01,4.63,1002.2,Chennai
1982-05-09,30.5,49.07,0.26,0.89,982.5,Delhi
1982-05-09,32.73,37.79,0.0,1.38,952.1,Hyderabad
1982-05-09,28.9,63.7,0.3,2.41,998.5,Mumbai
1982-05-10,27.39,54.0,0.01,1.79,916.0,Bangalore
1982-05-10,30.79,61.92,0.01,4.2,1002.3,Chennai
1982-05-10,29.97,51.35,0.29,1.83,982.2,Delhi
1982-05-10,32.11,40.09,0.0,2.0,952.0,Hyderabad
1982-05-10,29.29,63.83,0.0,2.41,997.9,Mumbai
1982-05-11,25.82,62.72,0.01,2.2,915.9,Bangalore
1982-05-11,31.02,61.97,0.0,4.11,1001.3,Chennai
1982-05-11,28.05,62.16,1.77,0.88,981.4,Delhi
1982-05-11,32.09,39.84,1.06,2.57,951.3,Hyderabad
1982-05-11,29.59,63.77,0.0,2.53,997.1,Mumbai
1982-05-12,27.15,57.46,0.0,1.54,915.9,Bangalore
1982-05-12,31.27,65.08,0.01,4.11,1001.4,Chennai
1982-05-12,30.45,57.2,7.06,2.65,979.8,Delhi
1982-05-12,31.96,45.51,4.89,2.68,950.9,Hyderabad
1982-05-12,29.8,62.92,0.0,3.09,997.1,Mumbai
1982-05-13,26.94,63.18,13.53,1.41,915.4,Bangalore
1982-05-13,30.91,66.48,0.61,4.77,1001.4,Chennai
1982-05-13,23.96,69.92,58.14,4.46,981.5,Delhi
1982-05-13,31.92,46.51,1.29,2.7,950.8,Hyderabad
1982-05-13,29.42,63.81,0.0,3.77,996.5,Mumbai
1982-05-14,26.28,67.72,2.88,1.25,914.9,Bangalore
1982-05-14,30.52,66.9,0.07,4.33,1001.0,Chennai
1982-05-14,23.5,65.41,7.38,1.2,982.3,Delhi
1982-05-14,31.4,50.68,0.0,3.56,950.5,Hyderabad
1982-05-14,29.71,61.04,0.0,3.61,995.5,Mumbai
1982-05-15,25.52,70.91,3.96,2.09,915.9,Bangalore
1982-05-15,30.29,67.05,0.16,3.65,1002.0,Chennai
1982-05-15,24.5,59.16,26.14,1.58,985.6,Delhi
1982-05-15,27.29,70.85,16.72,2.59,952.5,Hyderabad
1982-05-15,30.19,56.6,0.0,2.74,996.8,Mumbai
1982-05-16,25.42,69.89,12.02,1.61,916.8,Bangalore
1982-05-16,29.88,66.14,0.37,3.54,1003.6,Chennai
1982-05-16,24.71,57.25,0.0,1.93,987.5,Delhi
1982-05-16,27.44,67.47,0.28,2.4,953.7,Hyderabad
1982-05-16,30.77,54.27,0.0,2.45,997.9,Mumbai
1982-05-17,25.5,65.72,1.67,1.98,916.7,Bangalore
1982-05-17,30.75,59.39,0.29,3.53,1003.6,Chennai
1982-05-17,25.33,57.29,0.23,2.28,985.7,Delhi
1982-05-17,27.53,67.46,14.07,1.74,954.4,Hyderabad
1982-05-17,31.07,57.06,4.15,2.41,997.7,Mumbai
1982-05-18,24.36,70.62,0.58,1.5,917.2,Bangalore
1982-05-18,31.08,60.52,0.2,3.26,1003.1,Chennai
1982-05-18,27.29,55.0,0.0,1.73,984.4,Delhi
1982-05-18,29.04,56.69,0.14,1.94,953.5,Hyderabad
1982-05-18,29.76,68.8,5.4,1.72,998.1,Mumbai
1982-05-19,25.28,69.31,1.97,0.96,917.4,Bangalore
1982-05-19,31.13,60.04,0.06,2.87,1003.6,Chennai
1982-05-19,29.0,55.65,0.18,1.34,984.8,Delhi
1982-05-19,29.16,56.47,0.35,2.51,954.4,Hyderabad
1982-05-19,30.26,63.75,0.1,1.4,999.0,Mumbai
1982-05-20,26.36,58.63,0.0,2.16,917.1,Bangalore
1982-05-20,30.79,59.17,0.37,2.48,1003.5,Chennai
1982-05-20,26.95,60.1,0.04,1.92,985.6,Delhi
1982-05-20,30.28,49.48,0.01,1.41,954.1,Hyderabad
1982-05-20,32.08,55.74,2.87,1.66,998.4,Mumbai
1982-05-21,26.51,53.95,0.11,3.13,916.0,Bangalore
1982-05-21,30.47,61.49,0.07,2.63,1002.4,Chennai
1982-05-21,27.36,58.86,0.11,1.2,984.6,Delhi
1982-05-21,31.45,48.22,0.45,1.03,952.6,Hyderabad
1982-05-21,32.87,49.48,0.48,2.3,997.0,Mumbai
1982-05-22,25.03,63.38,0.17,1.8,915.1,Bangalore
1982-05-22,30.81,62.57,0.07,3.01,1001.1,Chennai
1982-05-22,28.36,53.29,0.0,1.47,982.8,Delhi
1982-05-22,31.23,47.48,0.1,1.87,951.3,Hyderabad
1982-05-22,32.08,52.14,0.0,2.3,995.4,Mumbai
1982-05-23,26.86,58.15,0.0,2.04,913.8,Bangalore
1982-05-23,31.06,61.23,0.04,3.1,999.9,Chennai
1982-05-23,30.37,45.98,0.0,1.24,981.9,Delhi
1982-05-23,30.56,49.29,0.0,2.07,950.2,Hyderabad
1982-05-23,31.42,55.43,0.01,2.28,994.3,Mumbai
1982-05-24,27.26,56.62,0.0,1.95,914.0,Bangalore
1982-05-24,30.55,63.66,0.01,2.68,1000.4,Chennai
1982-05-24,29.56,46.83,0.11,1.32,983.0,Delhi
1982-05-24,30.2,53.09,0.28,1.88,950.9,Hyderabad
1982-05-24,31.9,55.64,0.0,2.22,994.4,Mumbai
1982-05-25,27.15,52.52,0.01,2.84,913.9,Bangalore
1982-05-25,30.87,63.08,0.0,2.94,1000.2,Chennai
1982-05-25,33.32,38.85,0.0,0.95,981.6,Delhi
1982-05-25,31.39,47.49,0.15,1.57,950.6,Hyderabad
1982-05-25,32.92,49.8,1.08,1.84,994.6,Mumbai
1982-05-26,27.51,59.47,0.07,1.81,913.9,Bangalore
1982-05-26,31.05,63.89,0.01,3.21,1000.3,Chennai
1982-05-26,33.17,43.79,0.0,1.62,980.4,Delhi
1982-05-26,30.93,48.93,0.04,1.5,950.9,Hyderabad
1982-05-26,32.93,51.97,1.4,2.01,994.6,Mumbai
1982-05-27,27.58,60.27,0.02,2.22,913.2,Bangalore
1982-05-27,31.0,62.83,0.07,3.86,999.0,Chennai
1982-05-27,32.63,47.47,0.0,3.2,978.4,Delhi
1982-05-27,32.03,47.1,0.01,1.26,949.3,Hyderabad
1982-05-27,31.85,53.89,0.72,2.1,994.7,Mumbai
1982-05-28,26.62,64.1,0.01,3.24,913.1,Bangalore
1982-05-28,33.49,54.54,0.03,3.57,996.9,Chennai
1982-05-28,32.84,43.43,0.01,3.04,976.1,Delhi
1982-05-28,31.47,47.2,0.17,2.86,947.9,Hyderabad
1982-05-28,31.77,55.46,0.21,2.93,993.9,Mumbai
1982-05-29,24.42,75.84,35.14,2.48,913.6,Bangalore
1982-05-29,34.14,49.11,1.22,3.53,997.0,Chennai
1982-05-29,32.5,40.22,0.0,1.99,975.6,Delhi
1982-05-29,31.75,43.87,0.03,4.19,947.7,Hyderabad
1982-05-29,30.78,62.69,0.0,2.88,994.2,Mumbai
1982-05-30,24.97,76.03,8.79,2.04,913.8,Bangalore
1982-05-30,32.47,56.11,0.05,2.52,998.2,Chennai
1982-05-30,33.19,38.83,5.48,2.05,975.7,Delhi
1982-05-30,31.31,46.19,0.02,3.76,948.6,Hyderabad
1982-05-30,30.37,64.99,0.0,2.81,995.2,Mumbai
1982-05-31,24.56,79.17,0.04,3.1,913.7,Bangalore
1982-05-31,32.07,58.71,0.1,3.22,998.3,Chennai
1982-05-31,31.92,33.69,0.11,2.35,977.3,Delhi
1982-05-31,31.63,50.54,17.56,2.5,947.8,Hyderabad
1982-05-31,30.59,63.23,3.29,2.94,995.0,Mumbai
1982-06-01,24.34,78.08,1.46,4.48,913.5,Bangalore
1982-06-01,31.72,59.77,0.9,3.91,997.7,Chennai
1982-06-01,32.42,37.62,0.45,1.63,976.5,Delhi
1982-06-01,30.01,58.78,10.35,3.61,947.3,Hyderabad
1982-06-01,29.87,64.31,1.65,2.9,994.2,Mumbai
1982-06-02,23.47,82.78,1.36,3.89,912.6,Bangalore
1982-06-02,30.81,66.35,15.4,3.25,997.1,Chennai
1982-06-02,32.25,35.23,0.11,2.6,976.8,Delhi
1982-06-02,28.25,58.29,0.44,3.66,947.2,Hyderabad
1982-06-02,29.86,62.58,0.29,3.2,994.2,Mumbai
1982-06-03,23.02,84.57,34.06,4.31,913.0,Bangalore
1982-06-03,28.07,77.24,2.2,3.87,997.8,Chennai
1982-06-03,32.26,33.18,0.38,2.91,977.1,Delhi
1982-06-03,31.54,46.86,0.03,2.8,945.5,Hyderabad
1982-06-03,30.25,60.43,0.01,3.16,994.3,Mumbai
1982-06-04,24.54,75.95,1.37,4.62,913.6,Bangalore
1982-06-04,29.95,66.31,0.13,5.15,997.4,Chennai
1982-06-04,32.9,32.88,0.0,1.85,977.4,Delhi
1982-06-04,31.51,43.89,0.0,3.91,945.8,Hyderabad
1982-06-04,30.68,61.53,0.0,3.3,994.7,Mumbai
1982-06-05,24.9,75.21,0.02,4.32,914.0,Bangalore
1982-06-05,31.62,60.35,0.2,4.06,997.3,Chennai
1982-06-05,32.56,39.67,0.0,2.17,978.4,Delhi
1982-06-05,31.48,45.06,0.0,4.87,946.7,Hyderabad
1982-06-05,30.73,63.08,0.0,3.6,995.0,Mumbai
1982-06-06,24.45,76.04,0.01,3.91,913.9,Bangalore
1982-06-06,30.46,62.21,0.08,4.36,998.1,Chennai
1982-06-06,33.38,40.41,0.01,2.54,977.4,Delhi
1982-06-06,31.89,45.96,0.0,4.13,946.8,Hyderabad
1982-06-06,30.44,62.04,0.0,3.36,995.1,Mumbai
1982-06-07,23.23,80.84,0.0,3.27,912.8,Bangalore
1982-06-07,29.76,65.88,0.19,4.33,997.7,Chennai
1982-06-07,34.41,36.27,0.03,1.96,975.6,Delhi
1982-06-07,32.99,43.78,0.04,3.71,946.0,Hyderabad
1982-06-07,30.42,63.44,0.0,3.36,994.2,Mumbai
1982-06-08,23.98,80.26,0.88,3.42,912.7,Bangalore
1982-06-08,28.1,75.33,1.75,4.68,998.0,Chennai
1982-06-08,35.18,32.44,0.0,2.58,974.0,Delhi
1982-06-08,32.68,45.98,0.05,2.31,946.0,Hyderabad
1982-06-08,30.94,62.71,0.0,3.83,994.2,Mumbai
1982-06-09,23.23,88.26,32.49,3.46,911.8,Bangalore
1982-06-09,29.64,72.38,9.69,3.12,996.8,Chennai
1982-06-09,34.82,32.11,0.0,4.71,972.8,Delhi
1982-06-09,31.83,44.78,0.3,3.6,945.4,Hyderabad
1982-06-09,31.09,63.23,0.03,4.02,992.9,Mumbai
1982-06-10,22.69,89.18,0.85,3.98,912.4,Bangalore
1982-06-10,28.44,77.95,7.02,2.75,997.5,Chennai
1982-06-10,35.1,31.67,0.0,4.0,972.9,Delhi
1982-06-10,30.04,58.09,5.75,4.25,946.3,Hyderabad
1982-06-10,31.03,66.87,1.62,3.91,992.0,Mumbai
1982-06-11,22.78,84.24,8.49,4.02,913.0,Bangalore
1982-06-11,29.33,70.23,0.3,3.54,997.8,Chennai
1982-06-11,35.69,31.88,0.0,3.12,972.7,Delhi
1982-06-11,26.96,73.95,1.25,3.55,947.3,Hyderabad
1982-06-11,30.55,68.03,5.96,4.04,992.0,Mumbai
1982-06-12,22.01,81.36,3.6,4.35,914.2,Bangalore
1982-06-12,28.42,71.59,0.36,3.99,999.4,Chennai
1982-06-12,36.17,33.65,0.08,1.9,973.9,Delhi
1982-06-12,28.79,64.91,0.43,3.52,947.9,Hyderabad
1982-06-12,28.74,78.79,20.58,3.82,993.5,Mumbai
1982-06-13,22.11,83.75,0.02,4.5,913.5,Bangalore
1982-06-13,28.43,67.92,0.15,3.07,998.9,Chennai
1982-06-13,36.4,36.18,1.23,3.15,971.9,Delhi
1982-06-13,28.82,62.45,2.5,4.16,947.3,Hyderabad
1982-06-13,28.69,78.27,7.81,3.91,993.3,Mumbai
1982-06-14,23.13,79.86,0.1,4.12,913.1,Bangalore
1982-06-14,28.75,72.44,0.36,4.23,998.1,Chennai
1982-06-14,36.35,34.95,0.33,2.52,971.8,Delhi
1982-06-14,27.67,70.39,7.41,3.2,947.3,Hyderabad
1982-06-14,28.42,78.79,9.31,3.1,992.4,Mumbai
1982-06-15,21.77,84.46,2.36,4.27,914.0,Bangalore
1982-06-15,27.79,77.03,2.51,4.02,999.7,Chennai
1982-06-15,33.79,45.94,42.29,1.63,973.7,Delhi
1982-06-15,26.52,78.37,24.13,3.18,947.7,Hyderabad
1982-06-15,29.39,70.02,9.7,3.55,992.7,Mumbai
1982-06-16,20.73,84.91,1.15,5.08,915.6,Bangalore
1982-06-16,28.78,66.0,6.22,5.14,1001.2,Chennai
1982-06-16,35.05,43.08,0.16,2.19,973.2,Delhi
1982-06-16,26.19,79.12,45.71,4.14,948.2,Hyderabad
1982-06-16,28.45,73.78,3.51,3.36,993.2,Mumbai
1982-06-17,20.95,84.5,0.82,4.93,915.7,Bangalore
1982-06-17,29.04,63.25,2.52,4.74,1001.0,Chennai
1982-06-17,35.14,41.95,0.04,2.52,972.9,Delhi
1982-06-17,26.77,72.31,0.7,4.41,948.6,Hyderabad
1982-06-17,27.7,81.49,11.31,5.27,991.7,Mumbai
1982-06-18,21.79,79.75,4.32,5.33,915.8,Bangalore
1982-06-18,29.39,63.3,5.65,4.88,1001.1,Chennai
1982-06-18,32.43,55.53,23.1,2.16,973.8,Delhi
1982-06-18,25.47,75.88,0.21,5.96,948.9,Hyderabad
1982-06-18,27.59,87.72,33.35,5.12,990.7,Mumbai
1982-06-19,20.39,85.2,23.34,4.95,916.0,Bangalore
1982-06-19,28.73,64.52,20.32,4.68,1001.5,Chennai
1982-06-19,29.34,59.71,7.74,2.39,974.8,Delhi
1982-06-19,26.57,69.54,0.05,5.83,948.3,Hyderabad
1982-06-19,27.48,89.95,73.93,4.85,990.8,Mumbai
1982-06-20,22.18,80.89,2.34,4.84,916.0,Bangalore
1982-06-20,29.41,65.8,0.44,3.58,1001.3,Chennai
1982-06-20,31.65,52.98,3.95,1.57,975.7,Delhi
1982-06-20,26.61,69.88,0.02,5.56,948.8,Hyderabad
1982-06-20,27.94,88.31,116.5,3.73,992.8,Mumbai
1982-06-21,21.73,84.69,0.28,3.99,916.8,Bangalore
1982-06-21,28.64,68.1,2.15,3.57,1002.3,Chennai
1982-06-21,34.12,43.25,0.08,1.75,976.5,Delhi
1982-06-21,25.72,75.26,9.81,4.58,949.9,Hyderabad
1982-06-21,27.96,87.28,35.31,3.09,994.5,Mumbai
1982-06-22,21.68,78.02,0.88,4.23,916.2,Bangalore
1982-06-22,28.97,64.23,1.23,3.9,1001.3,Chennai
1982-06-22,34.8,40.22,0.0,1.76,976.3,Delhi
1982-06-22,24.29,80.76,3.23,3.88,949.7,Hyderabad
1982-06-22,27.62,87.58,28.47,3.18,994.5,Mumbai
1982-06-23,21.35,78.1,0.99,4.71,915.5,Bangalore
1982-06-23,26.72,69.11,1.83,5.21,1001.8,Chennai
1982-06-23,33.88,37.53,0.01,2.07,974.5,Delhi
1982-06-23,24.03,82.71,5.83,3.71,948.4,Hyderabad
1982-06-23,27.69,86.03,9.29,3.52,993.4,Mumbai
1982-06-24,21.36,77.49,4.6,4.75,915.8,Bangalore
1982-06-24,28.59,62.3,3.78,5.06,1001.0,Chennai
1982-06-24,33.51,36.54,0.0,3.32,973.6,Delhi
1982-06-24,25.1,82.79,49.98,4.68,948.5,Hyderabad
1982-06-24,27.44,86.91,0.78,3.56,993.8,Mumbai
1982-06-25,21.42,75.92,0.37,4.92,915.6,Bangalore
1982-06-25,29.77,57.9,0.02,4.33,1000.0,Chennai
1982-06-25,34.45,36.9,0.0,3.68,972.6,Delhi
1982-06-25,25.81,75.64,1.34,4.41,948.9,Hyderabad
1982-06-25,27.77,85.58,0.34,3.77,993.8,Mumbai
1982-06-26,20.82,76.82,0.03,4.59,915.7,Bangalore
1982-06-26,27.27,63.12,0.05,3.86,1001.2,Chennai
1982-06-26,35.16,39.15,0.0,3.23,971.1,Delhi
1982-06-26,24.63,81.01,1.79,5.31,948.5,Hyderabad
1982-06-26,27.86,86.43,0.3,4.52,993.4,Mumbai
1982-06-27,20.3,80.02,0.13,4.25,915.2,Bangalore
1982-06-27,26.97,65.5,0.66,3.42,1000.6,Chennai
1982-06-27,35.62,37.52,0.01,2.52,970.2,Delhi
1982-06-27,25.63,77.91,2.5,4.77,947.8,Hyderabad
1982-06-27,27.63,85.25,0.18,4.75,993.7,Mumbai
1982-06-28,22.24,78.77,11.45,4.1,914.7,Bangalore
1982-06-28,29.11,61.93,1.23,3.24,999.5,Chennai
1982-06-28,33.7,44.79,14.57,2.24,971.6,Delhi
1982-06-28,25.87,77.33,4.06,4.47,948.5,Hyderabad
1982-06-28,27.47,84.79,0.08,4.3,994.1,Mumbai
1982-06-29,22.9,72.84,0.6,3.89,915.9,Bangalore
1982-06-29,29.01,65.21,0.07,3.9,1000.7,Chennai
1982-06-29,33.44,43.9,0.14,3.21,974.4,Delhi
1982-06-29,27.54,70.26,0.03,3.83,949.9,Hyderabad
1982-06-29,27.51,83.36,0.52,3.54,996.8,Mumbai
1982-06-30,23.62,73.82,0.0,3.87,916.1,Bangalore
1982-06-30,29.34,69.37,0.11,2.35,1001.5,Chennai
1982-06-30,33.99,37.12,1.3,4.38,975.5,Delhi
1982-06-30,28.56,64.6,0.0,4.22,949.9,Hyderabad
1982-06-30,27.46,81.75,0.29,3.35,997.3,Mumbai
1982-07-01,23.46,75.36,0.0,2.74,915.1,Bangalore
1982-07-01,26.54,78.65,0.06,3.17,1001.3,Chennai
1982-07-01,34.17,36.1,1.31,4.62,974.5,Delhi
1982-07-01,28.32,61.88,0.0,4.31,949.4,Hyderabad
1982-07-01,27.27,79.96,0.01,2.67,995.8,Mumbai
1982-07-02,24.21,72.7,0.02,3.46,914.2,Bangalore
1982-07-02,29.92,66.42,0.19,3.18,999.0,Chennai
1982-07-02,34.56,35.77,0.01,4.45,973.2,Delhi
1982-07-02,28.07,63.73,0.0,3.49,949.0,Hyderabad
1982-07-02,27.34,81.66,3.94,3.72,994.1,Mumbai
1982-07-03,24.11,73.41,0.08,3.94,914.7,Bangalore
1982-07-03,30.46,66.5,1.84,3.15,999.2,Chennai
1982-07-03,35.28,34.8,0.06,4.79,973.4,Delhi
1982-07-03,27.58,63.1,0.0,3.74,949.4,Hyderabad
1982-07-03,27.59,85.71,24.63,3.46,993.2,Mumbai
1982-07-04,24.31,76.34,0.05,4.04,915.8,Bangalore
1982-07-04,31.14,62.93,0.6,3.39,1000.1,Chennai
1982-07-04,36.14,30.42,0.0,4.41,973.9,Delhi
1982-07-04,28.53,66.08,2.04,3.76,949.8,Hyderabad
1982-07-04,27.5,87.4,33.12,2.95,994.8,Mumbai
1982-07-05,24.4,75.32,0.91,3.8,915.3,Bangalore
1982-07-05,31.1,65.15,25.46,3.12,999.9,Chennai
1982-07-05,36.07,30.3,0.0,4.38,973.8,Delhi
1982-07-05,25.59,78.25,0.82,3.95,950.1,Hyderabad
1982-07-05,27.46,86.89,28.2,3.19,994.9,Mumbai
1982-07-06,23.13,82.03,4.5,3.69,914.6,Bangalore
1982-07-06,29.2,73.53,1.4,2.69,999.3,Chennai
1982-07-06,35.87,32.5,0.0,3.48,973.3,Delhi
1982-07-06,26.14,74.88,0.03,3.47,949.2,Hyderabad
1982-07-06,27.05,88.33,55.7,3.21,994.0,Mumbai
1982-07-07,23.78,74.9,0.07,4.09,914.6,Bangalore
1982-07-07,30.03,67.22,1.86,2.82,999.5,Chennai
1982-07-07,35.58,34.61,1.18,2.97,974.9,Delhi
1982-07-07,26.99,71.99,1.4,3.31,949.0,Hyderabad
1982-07-07,27.06,86.48,15.25,3.08,994.8,Mumbai
1982-07-08,22.19,75.9,0.08,4.26,914.1,Bangalore
1982-07-08,29.32,66.66,2.4,2.99,999.1,Chennai
