date,city,temperature,humidity,rainfall,wind_speed
2019-07-23,Mumbai,28.1,61,13.5,4.4
2019-07-24,Mumbai,31.4,61,9.7,4.8
2019-07-25,Mumbai,31.2,64,0.0,5.5
2019-07-26,Mumbai,31.0,63,10.8,5.6
2019-07-27,Mumbai,28.9,71,3.9,2.4
2019-07-28,Mumbai,29.7,71,9.2,5.5
2019-07-29,Mumbai,28.1,67,4.5,4.8
2019-07-30,Mumbai,28.8,74,18.0,4.3
2019-07-31,Mumbai,30.8,73,11.2,5.6
2019-08-01,Mumbai,28.0,60,8.2,3.8
2019-08-02,Mumbai,29.0,59,4.4,5.1
2019-08-03,Mumbai,25.7,69,12.6,4.7
2019-08-04,Mumbai,26.4,68,8.3,5.2
2019-08-05,Mumbai,28.1,70,9.7,6.4
2019-08-06,Mumbai,31.9,68,10.2,4.0
2019-08-07,Mumbai,33.8,69,0.8,4.6
2019-08-08,Mumbai,29.8,68,7.0,6.4
2019-08-09,Mumbai,31.3,68,11.5,4.5
2019-08-10,Mumbai,29.5,67,20.0,5.3
2019-08-11,Mumbai,28.7,63,10.5,2.4
2019-08-12,Mumbai,29.7,57,13.7,3.9
2019-08-13,Mumbai,30.4,66,7.9,5.3
2019-08-14,Mumbai,25.0,72,3.7,5.5
2019-08-15,Mumbai,31.2,59,8.3,5.5
2019-08-16,Mumbai,28.2,67,6.6,4.9
2019-08-17,Mumbai,29.3,73,2.8,5.2
2019-08-18,Mumbai,26.6,74,5.6,6.0
2019-08-19,Mumbai,31.7,62,17.6,5.4
2019-08-20,Mumbai,27.0,68,12.2,5.4
2019-08-21,Mumbai,26.4,75,12.0,5.3
2019-08-22,Mumbai,28.5,61,5.6,6.7
2019-08-23,Mumbai,34.6,60,14.9,6.3
2019-08-24,Mumbai,29.6,70,0.0,5.7
2019-08-25,Mumbai,29.5,66,28.8,2.7
2019-08-26,Mumbai,32.8,59,6.6,3.1
2019-08-27,Mumbai,32.3,66,14.2,5.6
2019-08-28,Mumbai,31.2,57,21.6,4.6
2019-08-29,Mumbai,31.4,67,2.9,4.8
2019-08-30,Mumbai,26.8,62,5.5,5.1
2019-08-31,Mumbai,27.9,65,13.4,4.2
2019-09-01,Mumbai,32.0,67,6.4,5.1
2019-09-02,Mumbai,31.3,56,29.8,5.4
2019-09-03,Mumbai,31.1,68,8.3,5.9
2019-09-04,Mumbai,31.5,62,8.5,6.2
2019-09-05,Mumbai,28.5,70,1.2,3.5
2019-09-06,Mumbai,27.7,67,6.3,6.2
2019-09-07,Mumbai,29.4,70,14.5,5.9
2019-09-08,Mumbai,25.5,68,0.0,4.6
2019-09-09,Mumbai,26.8,78,11.4,5.6
2019-09-10,Mumbai,32.1,67,15.6,4.4
2019-09-11,Mumbai,24.9,72,8.7,4.6
2019-09-12,Mumbai,26.8,63,5.1,5.2
2019-09-13,Mumbai,30.5,65,12.9,5.7
2019-09-14,Mumbai,26.2,78,0.0,5.9
2019-09-15,Mumbai,30.5,75,4.7,4.4
2019-09-16,Mumbai,27.0,66,8.9,5.0
2019-09-17,Mumbai,25.6,69,3.2,5.1
2019-09-18,Mumbai,32.3,69,7.1,4.0
2019-09-19,Mumbai,25.5,64,17.7,4.4
2019-09-20,Mumbai,32.4,78,16.4,6.0
2019-09-21,Mumbai,25.7,76,4.5,5.6
2019-09-22,Mumbai,25.5,74,14.2,4.9
2019-09-23,Mumbai,27.4,74,6.4,5.2
2019-09-24,Mumbai,29.4,73,6.7,4.6
2019-09-25,Mumbai,29.9,79,27.7,3.6
2019-09-26,Mumbai,24.5,75,10.8,5.2
2019-09-27,Mumbai,24.3,65,0.0,1.0
2019-09-28,Mumbai,28.0,78,0.0,3.1
2019-09-29,Mumbai,28.4,62,0.0,2.8
2019-09-30,Mumbai,31.3,66,0.0,2.0
2019-10-01,Mumbai,28.1,65,0.0,4.7
2019-10-02,Mumbai,26.2,73,0.0,1.4
2019-10-03,Mumbai,25.8,74,0.0,2.0
2019-10-04,Mumbai,24.8,72,13.2,2.4
2019-10-05,Mumbai,30.7,70,0.0,3.3
2019-10-06,Mumbai,28.0,68,0.0,3.6
2019-10-07,Mumbai,28.3,69,0.0,3.2
2019-10-08,Mumbai,27.3,70,0.0,2.2
2019-10-09,Mumbai,26.6,73,0.0,0.5
2019-10-10,Mumbai,27.6,74,0.0,3.8
2019-10-11,Mumbai,26.4,71,0.0,4.0
2019-10-12,Mumbai,26.0,72,0.0,2.4
2019-10-13,Mumbai,28.5,77,0.0,2.0
2019-10-14,Mumbai,27.0,78,6.5,2.9
2019-10-15,Mumbai,31.7,73,0.0,3.2
2019-10-16,Mumbai,24.7,80,0.0,2.7
2019-10-17,Mumbai,26.3,76,9.7,1.4
2019-10-18,Mumbai,27.6,80,0.0,1.9
2019-10-19,Mumbai,26.3,70,0.0,2.2
2019-10-20,Mumbai,25.8,87,0.0,2.7
2019-10-21,Mumbai,21.9,78,7.4,3.5
2019-10-22,Mumbai,25.6,75,0.0,1.6
2019-10-23,Mumbai,29.3,82,10.1,4.0
2019-10-24,Mumbai,27.9,72,0.0,3.0
2019-10-25,Mumbai,21.6,78,0.0,2.2
2019-10-26,Mumbai,25.8,76,0.0,2.7
2019-10-27,Mumbai,22.5,81,0.0,2.3
2019-10-28,Mumbai,28.4,71,0.0,4.1
2019-10-29,Mumbai,24.5,76,0.0,1.9
2019-10-30,Mumbai,27.1,79,0.0,0.8
2019-10-31,Mumbai,27.8,78,0.0,0.8
2019-11-01,Mumbai,28.8,84,0.0,2.3
2019-11-02,Mumbai,27.6,76,0.0,2.7
2019-11-03,Mumbai,25.6,88,0.0,3.4
2019-11-04,Mumbai,25.1,75,0.0,2.0
2019-11-05,Mumbai,28.2,81,0.0,2.0
2019-11-06,Mumbai,25.7,77,0.0,0.5
2019-11-07,Mumbai,23.4,81,0.8,4.0
2019-11-08,Mumbai,28.7,80,0.0,2.6
2019-11-09,Mumbai,20.3,76,0.0,3.6
2019-11-10,Mumbai,22.5,86,13.0,2.4
2019-11-11,Mumbai,24.7,85,0.0,3.7
2019-11-12,Mumbai,24.3,71,0.0,4.0
2019-11-13,Mumbai,20.8,77,0.0,4.5
2019-11-14,Mumbai,23.1,78,0.0,2.1
2019-11-15,Mumbai,24.0,74,0.0,2.2
2019-11-16,Mumbai,25.2,85,0.0,1.1
2019-11-17,Mumbai,25.3,82,0.0,1.9
2019-11-18,Mumbai,23.5,88,0.0,3.8
2019-11-19,Mumbai,18.8,82,0.0,1.8
2019-11-20,Mumbai,24.0,77,0.0,1.9
2019-11-21,Mumbai,23.4,86,0.0,3.9
2019-11-22,Mumbai,28.6,81,0.0,3.1
2019-11-23,Mumbai,26.8,82,0.0,2.1
2019-11-24,Mumbai,25.9,76,0.0,3.5
2019-11-25,Mumbai,28.2,78,0.0,4.5
2019-11-26,Mumbai,24.5,75,0.0,4.6
2019-11-27,Mumbai,25.7,87,4.5,2.4
2019-11-28,Mumbai,26.4,77,0.0,2.1
2019-11-29,Mumbai,27.3,78,0.0,2.9
2019-11-30,Mumbai,24.5,93,0.0,2.8
2019-12-01,Mumbai,25.7,90,0.0,3.2
2019-12-02,Mumbai,24.3,81,0.0,2.9
2019-12-03,Mumbai,22.6,84,0.0,4.4
2019-12-04,Mumbai,25.4,85,0.0,3.1
2019-12-05,Mumbai,26.2,79,0.0,2.3
2019-12-06,Mumbai,25.8,81,0.0,2.3
2019-12-07,Mumbai,24.4,86,0.0,3.0
2019-12-08,Mumbai,22.8,86,15.5,2.7
2019-12-09,Mumbai,25.5,77,0.0,4.4
2019-12-10,Mumbai,21.5,84,0.0,2.5
2019-12-11,Mumbai,23.8,86,0.0,4.2
2019-12-12,Mumbai,22.7,77,0.0,2.0
2019-12-13,Mumbai,24.9,80,0.0,4.3
2019-12-14,Mumbai,27.2,82,0.0,2.7
2019-12-15,Mumbai,25.5,81,0.0,2.9
2019-12-16,Mumbai,26.2,84,0.0,2.6
2019-12-17,Mumbai,22.5,74,0.0,2.3
2019-12-18,Mumbai,25.7,84,9.4,4.2
2019-12-19,Mumbai,25.4,87,0.0,3.3
2019-12-20,Mumbai,25.1,88,0.0,2.0
2019-12-21,Mumbai,24.8,84,0.0,0.5
2019-12-22,Mumbai,26.6,96,0.0,2.0
2019-12-23,Mumbai,25.6,81,0.0,4.4
2019-12-24,Mumbai,24.3,85,0.0,2.8
2019-12-25,Mumbai,18.9,88,0.0,2.2
2019-12-26,Mumbai,23.8,80,0.0,2.0
2019-12-27,Mumbai,25.1,82,0.0,2.4
2019-12-28,Mumbai,26.0,87,0.0,2.0
2019-12-29,Mumbai,24.9,91,0.0,3.1
2019-12-30,Mumbai,25.5,92,0.0,2.6
2019-12-31,Mumbai,25.5,77,8.3,2.4
2020-01-01,Mumbai,26.7,79,0.0,3.2
2020-01-02,Mumbai,22.9,68,0.0,3.5
2020-01-03,Mumbai,23.5,77,0.0,4.0
2020-01-04,Mumbai,26.5,88,0.0,4.5
2020-01-05,Mumbai,22.5,86,14.3,4.4
2020-01-06,Mumbai,25.1,78,0.0,2.8
2020-01-07,Mumbai,24.0,91,4.6,3.5
2020-01-08,Mumbai,23.6,77,0.0,3.9
2020-01-09,Mumbai,26.7,89,0.0,3.3
2020-01-10,Mumbai,24.8,86,0.0,2.4
2020-01-11,Mumbai,25.6,80,0.0,2.4
2020-01-12,Mumbai,24.1,83,0.0,2.3
2020-01-13,Mumbai,21.5,85,0.0,3.5
2020-01-14,Mumbai,24.8,84,2.1,3.6
2020-01-15,Mumbai,26.4,86,0.0,3.4
2020-01-16,Mumbai,22.7,85,0.0,2.5
2020-01-17,Mumbai,25.6,79,9.2,3.7
2020-01-18,Mumbai,22.1,95,0.0,1.9
2020-01-19,Mumbai,21.0,83,0.0,0.5
2020-01-20,Mumbai,22.4,89,0.0,3.9
2020-01-21,Mumbai,21.2,93,0.0,3.5
2020-01-22,Mumbai,22.6,85,0.0,1.4
2020-01-23,Mumbai,26.0,80,11.4,4.8
2020-01-24,Mumbai,26.8,83,0.0,4.2
2020-01-25,Mumbai,20.0,80,0.0,3.5
2020-01-26,Mumbai,25.8,83,0.0,4.0
2020-01-27,Mumbai,24.8,79,0.0,1.8
2020-01-28,Mumbai,25.4,83,0.0,2.3
2020-01-29,Mumbai,24.5,91,0.0,5.1
2020-01-30,Mumbai,20.3,94,0.0,2.9
2020-01-31,Mumbai,25.7,87,0.0,4.2
2020-02-01,Mumbai,22.0,81,0.0,3.0
2020-02-02,Mumbai,25.0,78,18.7,3.0
2020-02-03,Mumbai,25.0,86,0.0,1.9
2020-02-04,Mumbai,26.9,81,11.4,2.1
2020-02-05,Mumbai,29.0,77,2.0,5.8
2020-02-06,Mumbai,25.0,76,0.0,3.1
2020-02-07,Mumbai,26.2,84,0.0,4.0
2020-02-08,Mumbai,24.8,79,0.0,4.6
2020-02-09,Mumbai,22.3,81,16.1,3.6
2020-02-10,Mumbai,22.5,82,0.0,3.2
2020-02-11,Mumbai,26.6,75,0.0,2.7
2020-02-12,Mumbai,23.9,90,0.0,4.6
2020-02-13,Mumbai,29.6,84,0.0,1.9
2020-02-14,Mumbai,23.9,77,0.0,3.7
2020-02-15,Mumbai,28.0,88,0.0,4.8
2020-02-16,Mumbai,26.7,92,0.0,1.9
2020-02-17,Mumbai,21.8,81,0.0,2.1
2020-02-18,Mumbai,24.5,82,0.0,3.6
2020-02-19,Mumbai,24.2,78,0.0,5.1
2020-02-20,Mumbai,24.6,76,0.0,3.4
2020-02-21,Mumbai,23.0,86,0.0,2.5
2020-02-22,Mumbai,27.0,83,0.0,3.0
2020-02-23,Mumbai,27.9,87,0.0,1.9
2020-02-24,Mumbai,22.8,88,0.0,2.7
2020-02-25,Mumbai,26.5,83,0.0,4.6
2020-02-26,Mumbai,26.0,83,0.0,2.3
2020-02-27,Mumbai,24.2,85,0.0,1.6
2020-02-28,Mumbai,24.8,79,4.8,3.0
2020-02-29,Mumbai,25.5,73,4.3,2.8
2020-03-01,Mumbai,25.3,77,0.0,3.7
2020-03-02,Mumbai,26.8,84,0.0,4.0
2020-03-03,Mumbai,24.0,70,0.0,2.9
2020-03-04,Mumbai,26.6,87,0.0,1.7
2020-03-05,Mumbai,23.9,76,0.0,3.2
2020-03-06,Mumbai,26.3,87,0.0,3.9
2020-03-07,Mumbai,23.6,80,0.0,3.8
2020-03-08,Mumbai,23.4,77,6.5,1.7
2020-03-09,Mumbai,24.6,74,0.0,1.9
2020-03-10,Mumbai,24.3,76,0.0,1.5
2020-03-11,Mumbai,26.5,76,2.4,2.4
2020-03-12,Mumbai,25.6,74,0.0,3.5
2020-03-13,Mumbai,26.0,78,0.0,3.7
2020-03-14,Mumbai,24.8,83,0.0,4.8
2020-03-15,Mumbai,24.1,79,0.0,2.9
2020-03-16,Mumbai,22.3,83,10.5,3.3
2020-03-17,Mumbai,24.8,72,3.7,4.3
2020-03-18,Mumbai,27.0,75,0.0,4.5
2020-03-19,Mumbai,25.9,68,0.0,3.6
2020-03-20,Mumbai,25.4,76,0.0,2.3
2020-03-21,Mumbai,25.3,74,0.0,3.5
2020-03-22,Mumbai,23.0,79,0.0,3.7
2020-03-23,Mumbai,23.7,71,0.0,3.1
2020-03-24,Mumbai,26.1,69,0.0,4.6
2020-03-25,Mumbai,24.4,78,10.1,3.6
2020-03-26,Mumbai,30.7,76,1.0,3.7
2020-03-27,Mumbai,26.7,76,9.4,2.8
2020-03-28,Mumbai,23.6,69,0.0,4.2
2020-03-29,Mumbai,25.3,78,0.0,3.5
2020-03-30,Mumbai,25.9,88,0.0,4.1
2020-03-31,Mumbai,26.8,76,0.0,4.2
2020-04-01,Mumbai,25.9,80,0.0,2.2
2020-04-02,Mumbai,28.7,77,0.0,2.6
2020-04-03,Mumbai,27.0,78,0.0,4.3
2020-04-04,Mumbai,24.6,79,0.0,0.5
2020-04-05,Mumbai,29.2,73,0.0,3.6
2020-04-06,Mumbai,26.4,80,0.0,3.1
2020-04-07,Mumbai,27.1,74,0.0,3.5
2020-04-08,Mumbai,28.1,74,0.0,1.9
2020-04-09,Mumbai,24.6,80,0.0,1.8
2020-04-10,Mumbai,26.9,76,0.0,3.8
2020-04-11,Mumbai,29.7,78,0.0,2.8
2020-04-12,Mumbai,26.1,75,0.0,4.1
2020-04-13,Mumbai,25.9,68,0.0,1.7
2020-04-14,Mumbai,28.1,79,6.3,3.5
2020-04-15,Mumbai,22.7,74,19.1,4.0
2020-04-16,Mumbai,27.5,68,0.0,5.2
2020-04-17,Mumbai,31.1,68,0.0,1.1
2020-04-18,Mumbai,27.5,77,0.0,2.6
2020-04-19,Mumbai,27.7,74,0.0,2.4
2020-04-20,Mumbai,26.2,67,0.0,1.8
2020-04-21,Mumbai,25.7,77,0.0,3.0
2020-04-22,Mumbai,28.9,71,0.0,2.5
2020-04-23,Mumbai,27.8,72,0.0,4.0
2020-04-24,Mumbai,26.0,74,0.0,1.6
2020-04-25,Mumbai,31.9,72,0.0,3.7
2020-04-26,Mumbai,27.2,72,0.0,3.5
2020-04-27,Mumbai,28.3,75,0.0,2.9
2020-04-28,Mumbai,26.8,77,0.0,2.4
2020-04-29,Mumbai,27.9,73,0.0,2.4
2020-04-30,Mumbai,29.1,69,0.0,1.3
2020-05-01,Mumbai,31.2,64,0.0,1.8
2020-05-02,Mumbai,28.3,75,0.0,2.6
2020-05-03,Mumbai,29.1,68,0.0,1.0
2020-05-04,Mumbai,26.8,77,0.0,1.6
2020-05-05,Mumbai,26.2,73,0.0,2.6
2020-05-06,Mumbai,32.4,65,0.0,3.7
2020-05-07,Mumbai,28.9,72,0.0,3.4
2020-05-08,Mumbai,27.2,69,0.0,1.7
2020-05-09,Mumbai,27.7,65,1.6,3.6
2020-05-10,Mumbai,27.7,65,0.0,4.0
2020-05-11,Mumbai,29.3,72,0.0,3.4
2020-05-12,Mumbai,27.3,77,0.0,0.6
2020-05-13,Mumbai,27.0,69,0.0,4.1
2020-05-14,Mumbai,29.1,64,0.0,4.0
2020-05-15,Mumbai,29.3,68,0.0,5.4
2020-05-16,Mumbai,24.8,67,0.0,2.6
2020-05-17,Mumbai,29.7,68,0.0,3.3
2020-05-18,Mumbai,29.6,68,0.0,2.7
2020-05-19,Mumbai,30.3,66,0.0,3.1
2020-05-20,Mumbai,29.9,63,0.0,1.8
2020-05-21,Mumbai,26.0,68,0.0,1.0
2020-05-22,Mumbai,27.5,66,0.0,3.6
2020-05-23,Mumbai,29.4,71,5.2,4.3
2020-05-24,Mumbai,25.7,64,0.0,3.3
2020-05-25,Mumbai,32.6,75,0.0,1.7
2020-05-26,Mumbai,33.2,64,6.3,3.0
2020-05-27,Mumbai,29.1,73,0.7,3.3
2020-05-28,Mumbai,29.1,68,0.0,1.5
2020-05-29,Mumbai,29.0,61,0.0,3.3
2020-05-30,Mumbai,26.7,71,2.9,3.6
2020-05-31,Mumbai,31.2,63,7.2,6.0
2020-06-01,Mumbai,32.7,65,4.5,4.8
2020-06-02,Mumbai,31.7,74,1.5,5.0
2020-06-03,Mumbai,28.6,64,5.1,3.3
2020-06-04,Mumbai,31.1,65,9.7,5.6
2020-06-05,Mumbai,31.0,72,5.2,3.9
2020-06-06,Mumbai,29.1,61,0.0,5.2
2020-06-07,Mumbai,30.2,72,22.1,6.6
2020-06-08,Mumbai,30.0,67,3.3,4.4
2020-06-09,Mumbai,26.8,68,8.2,5.5
2020-06-10,Mumbai,28.9,63,12.3,6.5
2020-06-11,Mumbai,29.3,66,9.7,4.1
2020-06-12,Mumbai,28.5,57,6.0,5.9
2020-06-13,Mumbai,30.7,55,3.4,5.4
2020-06-14,Mumbai,29.3,66,4.0,3.9
2020-06-15,Mumbai,28.6,69,5.2,5.6
2020-06-16,Mumbai,29.0,61,2.8,5.2
2020-06-17,Mumbai,29.5,64,5.8,3.3
2020-06-18,Mumbai,30.1,62,6.3,4.6
2020-06-19,Mumbai,30.8,63,20.0,5.4
2020-06-20,Mumbai,30.8,74,18.4,4.0
2020-06-21,Mumbai,30.3,60,0.0,6.3
2020-06-22,Mumbai,27.3,70,23.9,5.8
2020-06-23,Mumbai,28.8,67,15.7,3.9
2020-06-24,Mumbai,28.6,62,12.4,4.1
2020-06-25,Mumbai,28.3,61,40.1,4.6
2020-06-26,Mumbai,30.0,62,0.0,6.3
2020-06-27,Mumbai,29.9,62,21.7,4.8
2020-06-28,Mumbai,30.3,63,4.4,5.9
2020-06-29,Mumbai,30.2,63,0.0,6.5
2020-06-30,Mumbai,30.5,66,8.3,4.7
2020-07-01,Mumbai,27.7,60,5.7,4.8
2020-07-02,Mumbai,33.6,78,0.0,4.7
2020-07-03,Mumbai,32.8,66,5.3,4.4
2020-07-04,Mumbai,26.8,66,6.9,5.2
2020-07-05,Mumbai,31.4,60,5.6,4.9
2020-07-06,Mumbai,29.3,72,12.5,3.8
2020-07-07,Mumbai,28.0,63,0.0,4.8
2020-07-08,Mumbai,31.4,74,4.3,4.5
2020-07-09,Mumbai,35.3,63,16.0,4.8
2020-07-10,Mumbai,30.5,61,5.5,4.1
2020-07-11,Mumbai,31.0,62,10.4,4.3
2020-07-12,Mumbai,27.5,67,1.3,5.7
2020-07-13,Mumbai,28.2,66,1.9,4.5
2020-07-14,Mumbai,33.5,62,20.5,4.9
2020-07-15,Mumbai,28.4,64,19.3,4.8
2020-07-16,Mumbai,32.7,54,17.5,4.6
2020-07-17,Mumbai,30.1,61,7.1,3.8
2020-07-18,Mumbai,30.0,73,20.1,4.9
2020-07-19,Mumbai,31.4,61,12.3,5.8
2020-07-20,Mumbai,30.8,70,7.6,4.3
2020-07-21,Mumbai,33.7,60,27.8,3.5
2020-07-22,Mumbai,31.7,62,3.9,4.7
2020-07-23,Mumbai,28.7,59,2.2,5.9
2020-07-24,Mumbai,31.1,64,21.3,4.2
2020-07-25,Mumbai,32.1,55,0.0,5.0
2020-07-26,Mumbai,27.5,68,6.0,5.6
2020-07-27,Mumbai,29.5,64,9.6,7.2
2020-07-28,Mumbai,27.9,64,2.8,6.3
2020-07-29,Mumbai,31.4,70,5.8,6.0
2020-07-30,Mumbai,31.1,69,7.9,5.4
2020-07-31,Mumbai,29.8,60,7.6,5.2
2020-08-01,Mumbai,31.6,65,4.2,6.2
2020-08-02,Mumbai,29.1,58,9.2,4.0
2020-08-03,Mumbai,30.9,71,17.9,5.1
2020-08-04,Mumbai,32.1,69,4.3,5.9
2020-08-05,Mumbai,31.9,71,1.7,5.1
2020-08-06,Mumbai,28.7,66,15.7,5.1
2020-08-07,Mumbai,26.1,68,13.1,7.2
2020-08-08,Mumbai,31.5,61,10.1,4.9
2020-08-09,Mumbai,24.7,58,11.0,6.9
2020-08-10,Mumbai,30.7,66,20.0,5.1
2020-08-11,Mumbai,32.3,66,3.3,5.6
2020-08-12,Mumbai,27.1,65,0.9,2.3
2020-08-13,Mumbai,33.4,65,7.9,4.6
2020-08-14,Mumbai,29.1,73,28.5,5.6
2020-08-15,Mumbai,30.3,65,6.4,3.3
2020-08-16,Mumbai,30.9,66,13.9,4.4
2020-08-17,Mumbai,30.0,66,11.6,5.8
2020-08-18,Mumbai,28.1,64,8.6,5.6
2020-08-19,Mumbai,31.0,63,18.3,4.5
2020-08-20,Mumbai,28.9,76,16.6,4.2
2020-08-21,Mumbai,27.3,61,28.9,2.9
2020-08-22,Mumbai,29.5,71,7.9,4.2
2020-08-23,Mumbai,29.3,68,20.8,5.2
2020-08-24,Mumbai,28.4,72,9.7,4.6
2020-08-25,Mumbai,32.5,69,0.0,6.9
2020-08-26,Mumbai,28.0,64,31.0,5.8
2020-08-27,Mumbai,33.6,72,12.7,4.5
2020-08-28,Mumbai,28.0,76,24.6,4.3
2020-08-29,Mumbai,27.2,59,6.4,3.0
2020-08-30,Mumbai,30.9,58,19.2,6.2
2020-08-31,Mumbai,29.3,66,2.5,7.9
2020-09-01,Mumbai,28.4,61,6.3,3.8
2020-09-02,Mumbai,29.6,72,3.4,5.6
2020-09-03,Mumbai,28.1,65,0.0,3.2
2020-09-04,Mumbai,29.1,62,7.0,4.8
2020-09-05,Mumbai,32.0,74,4.1,6.8
2020-09-06,Mumbai,29.7,64,7.8,7.2
2020-09-07,Mumbai,28.4,74,6.2,6.1
2020-09-08,Mumbai,27.8,75,6.9,4.1
2020-09-09,Mumbai,31.5,74,7.1,3.4
2020-09-10,Mumbai,28.9,74,0.0,4.4
2020-09-11,Mumbai,28.4,70,0.0,4.7
2020-09-12,Mumbai,33.1,74,10.3,6.2
2020-09-13,Mumbai,29.1,70,8.2,3.1
2020-09-14,Mumbai,27.9,75,2.6,6.2
2020-09-15,Mumbai,30.0,60,2.0,4.8
2020-09-16,Mumbai,29.6,68,8.7,6.8
2020-09-17,Mumbai,28.3,68,15.1,4.8
2020-09-18,Mumbai,27.2,78,3.0,4.8
2020-09-19,Mumbai,28.2,74,4.1,6.3
2020-09-20,Mumbai,28.7,63,14.7,4.8
2020-09-21,Mumbai,30.3,68,3.6,6.3
2020-09-22,Mumbai,28.0,72,13.4,3.7
2020-09-23,Mumbai,29.1,75,17.3,6.2
2020-09-24,Mumbai,31.6,65,10.1,4.8
2020-09-25,Mumbai,25.5,81,8.6,4.0
2020-09-26,Mumbai,26.2,59,0.0,1.6
2020-09-27,Mumbai,30.1,72,0.0,3.8
2020-09-28,Mumbai,27.4,76,0.0,4.3
2020-09-29,Mumbai,28.7,80,0.0,3.7
2020-09-30,Mumbai,25.2,76,0.0,4.5
2020-10-01,Mumbai,26.8,77,0.0,4.2
2020-10-02,Mumbai,28.8,74,0.0,3.5
2020-10-03,Mumbai,25.2,75,0.0,2.1
2020-10-04,Mumbai,25.1,77,0.0,3.8
2020-10-05,Mumbai,24.6,76,0.0,1.6
2020-10-06,Mumbai,25.1,76,0.0,3.0
2020-10-07,Mumbai,30.3,71,0.0,3.3
2020-10-08,Mumbai,26.5,77,7.8,3.5
2020-10-09,Mumbai,28.1,79,28.9,2.5
2020-10-10,Mumbai,29.0,72,0.0,1.6
2020-10-11,Mumbai,27.0,81,0.0,1.8
2020-10-12,Mumbai,28.3,64,0.0,3.2
2020-10-13,Mumbai,25.4,81,0.0,3.6
2020-10-14,Mumbai,24.3,73,0.0,2.2
2020-10-15,Mumbai,26.8,72,0.0,1.7
2020-10-16,Mumbai,26.8,74,9.7,2.8
2020-10-17,Mumbai,26.9,78,0.0,3.1
2020-10-18,Mumbai,30.1,75,0.0,3.0
2020-10-19,Mumbai,25.9,82,0.0,1.8
2020-10-20,Mumbai,29.3,78,0.0,0.5
2020-10-21,Mumbai,26.8,79,0.0,2.1
2020-10-22,Mumbai,27.2,71,0.0,3.6
2020-10-23,Mumbai,25.9,84,0.0,3.2
2020-10-24,Mumbai,29.3,70,0.0,3.8
2020-10-25,Mumbai,25.8,77,0.0,2.7
2020-10-26,Mumbai,24.7,74,0.0,3.2
2020-10-27,Mumbai,22.3,80,0.0,3.3
2020-10-28,Mumbai,26.7,86,0.0,1.0
2020-10-29,Mumbai,22.6,78,0.0,3.3
2020-10-30,Mumbai,26.4,83,0.0,4.6
2020-10-31,Mumbai,28.3,79,0.0,2.9
2020-11-01,Mumbai,25.7,77,0.0,3.8
2020-11-02,Mumbai,23.5,82,0.0,2.3
2020-11-03,Mumbai,28.0,80,0.0,1.9
2020-11-04,Mumbai,26.2,82,0.0,2.4
2020-11-05,Mumbai,23.9,83,0.0,1.3
2020-11-06,Mumbai,23.8,79,7.9,2.6
2020-11-07,Mumbai,26.8,77,0.0,2.5
2020-11-08,Mumbai,25.0,80,0.0,3.2
2020-11-09,Mumbai,23.0,72,0.0,3.3
2020-11-10,Mumbai,24.3,92,0.0,3.1
2020-11-11,Mumbai,24.0,92,0.0,2.6
2020-11-12,Mumbai,25.8,80,0.0,1.2
2020-11-13,Mumbai,25.3,74,0.0,3.7
2020-11-14,Mumbai,25.6,80,19.6,2.6
2020-11-15,Mumbai,25.8,84,0.0,2.8
2020-11-16,Mumbai,25.4,86,5.2,3.3
2020-11-17,Mumbai,24.7,83,20.2,3.1
2020-11-18,Mumbai,28.0,83,13.5,2.2
2020-11-19,Mumbai,23.7,75,0.0,4.0
2020-11-20,Mumbai,27.3,80,0.0,2.9
2020-11-21,Mumbai,24.6,76,0.0,3.6
2020-11-22,Mumbai,23.0,78,0.0,2.4
2020-11-23,Mumbai,24.2,80,0.0,4.0
2020-11-24,Mumbai,23.2,79,0.0,3.3
2020-11-25,Mumbai,21.4,85,0.0,1.5
2020-11-26,Mumbai,22.9,82,0.0,3.0
2020-11-27,Mumbai,25.7,81,0.0,3.7
2020-11-28,Mumbai,24.2,82,0.0,3.7
2020-11-29,Mumbai,24.5,85,0.0,4.1
2020-11-30,Mumbai,26.5,85,0.0,2.4
2020-12-01,Mumbai,23.6,89,0.0,4.8
2020-12-02,Mumbai,27.9,85,0.0,2.6
2020-12-03,Mumbai,23.8,87,0.0,4.6
2020-12-04,Mumbai,25.4,84,0.0,1.0
2020-12-05,Mumbai,26.1,84,1.6,0.8
2020-12-06,Mumbai,22.9,83,0.0,3.3
2020-12-07,Mumbai,27.5,85,0.0,1.6
2020-12-08,Mumbai,24.9,87,0.0,3.0
2020-12-09,Mumbai,27.1,74,0.0,2.6
2020-12-10,Mumbai,25.0,84,0.0,2.6
2020-12-11,Mumbai,24.4,86,3.9,4.7
2020-12-12,Mumbai,23.4,83,0.0,4.1
2020-12-13,Mumbai,24.6,81,0.0,4.0
2020-12-14,Mumbai,25.0,86,0.0,4.0
2020-12-15,Mumbai,22.4,83,0.0,3.0
2020-12-16,Mumbai,24.8,84,0.0,2.8
2020-12-17,Mumbai,24.7,81,0.0,2.1
2020-12-18,Mumbai,23.0,80,0.0,5.4
2020-12-19,Mumbai,21.0,87,0.0,2.6
2020-12-20,Mumbai,24.1,88,0.0,3.1
